1,2008-9-7,1.829,0.066,2360.901,6.816,1.176,101.839,88.258,2027.711,1891.833,0.021,94.299,3824.536,28579.567,0.889,98.824,0.026,3910.69,2431.557,1718.67,2136.478,1910.111
2,2008-9-14,2.162,0.052,2351.769,6.091,1.172,120.61,103.803,2343.404,2125.261,0.029,111.806,4151.924,31963.544,0.876,95.517,0.022,2438.56,3038.036,1707.309,1715.265,2193.105
3,2008-9-21,1.809,0.045,2665.273,8.108,1.093,70.512,81.053,1813.224,1848.765,0.025,65.794,3708.923,30871.516,1.042,84.301,0.018,4336.406,2277.548,2332.711,2637.056,1742.905
4,2008-9-28,1.784,0.06,2989.18,6.503,1.121,78.581,86.393,2722.012,2551.153,0.023,60.922,4344.521,30989.51,0.993,91.281,0.021,4318.784,2354.458,1782.396,1418.691,1687.832
5,2008-10-5,1.704,0.033,2374.683,8.564,1.024,148.985,104.379,2235.634,2186.098,0.025,133.903,3993.483,28974.472,0.982,70.849,0.023,2825.929,2257.807,2218.309,2118.069,2138.808
6,2008-10-12,1.642,0.054,2214.982,7.331,0.848,170.236,91.477,2607.424,1711.295,0.018,215.226,3280.268,24758.801,0.919,82.93,0.02,4537.455,2001.204,2131.116,2041.055,2303.358
7,2008-10-19,1.681,0.073,2789.975,6.996,1.362,239.189,69.636,2354.322,2112.309,0.014,272.076,4995.34,27658.328,0.991,83.668,0.023,4891.027,2286.435,2043.05,1865.454,2041.204
8,2008-10-26,2.304,0.059,1596.888,7.863,0.959,169.925,87.4,1860.496,1561.226,0.021,158.983,2795.241,26550.026,1.139,92.297,0.018,4365.805,1807.891,2083.519,1642.544,2174.675
9,2008-11-2,1.782,0.06,2268.512,7.894,1.131,307.334,109.8,1600.156,1929.897,0.022,267.365,3521.445,23794.629,1.029,90.298,0.026,4610.467,2555.838,2216.542,1871.116,1617.404
10,2008-11-9,1.913,0.051,2206.946,6.548,1.052,467.642,77.574,2007.203,2042.415,0.019,279.182,3989.77,32054.402,0.781,88.277,0.019,3929.104,2500.969,2525.416,2205.41,1664.235
11,2008-11-16,1.915,0.053,2467.007,4.281,1.232,564.812,80.35,1764.707,2268.544,0.022,358.472,3475.471,26885.676,0.972,113.008,0.02,3511.838,2247.687,2256.484,1568.769,2032.37
12,2008-11-23,1.676,0.054,1911.714,7.458,1.219,523.018,105.373,2106.771,2451.158,0.021,434.331,3274.471,29425.496,1.233,90.112,0.026,5111.867,2100.995,2057.654,2120.213,1910.066
13,2008-11-30,2.16,0.078,2585.719,7.235,0.978,628.724,73.206,2666.294,2558.336,0.019,358.088,4112.967,30659.168,1.338,85.336,0.018,5164.324,2229.63,2063.437,1564.736,2528.709
14,2008-12-7,1.964,0.06,2310.336,7.752,1.032,654.648,99.905,1915.698,1614.402,0.024,437.827,3004.065,28276.423,1.015,95.497,0.024,4423.5,1908.539,2151.681,1893.381,2123.2
15,2008-12-14,1.147,0.053,1636.927,7.839,0.77,712.274,80.301,1811.261,1925.271,0.014,477.479,3198.688,30443.108,1.183,118.676,0.024,4044.731,2090.5,2101.477,1772.552,2425.817
16,2008-12-21,2.033,0.056,2059.003,8.529,1.374,699.621,98.391,1792.807,2320.79,0.024,508.12,4880.696,20719.642,1.072,100.542,0.023,2679.21,2455.631,1484.213,1676.465,1650.649
17,2008-12-28,0.879,0.068,2338.007,6.069,1.034,562.279,117.396,2216.657,2478.63,0.022,463.726,3277.095,24889.556,1.166,101.061,0.017,4227.878,2656.591,1671.991,2320.989,2613.43
18,2009-1-4,1.701,0.067,2363.916,6.174,1.442,613.071,72.062,2530.9,1769.694,0.021,484.879,3452.696,29695.407,1.112,102.874,0.02,5472.005,1813.287,1779.895,1493.227,2121.313
19,2009-1-11,1.841,0.066,1869.655,7.046,1.41,718.218,95.594,2285.149,2215.692,0.02,485.784,3558.558,31584.008,1.105,112.437,0.016,3798.873,1943.636,2387.441,2497.5,2062.22
20,2009-1-18,1.977,0.073,1562.961,5.805,0.933,908.362,83.863,2391.528,2094.555,0.025,552.137,3709.844,33750.405,0.801,97.761,0.024,3894.658,2144.824,2659.678,1595.322,1834.092
21,2009-1-25,1.459,0.058,1820.699,5.152,1.099,784.346,130.202,1240.868,1823.978,0.02,531.624,3704.068,26483.896,1.162,90.297,0.021,4452.199,2211.951,2156.002,1948.258,1382.323
22,2009-2-1,1.486,0.064,1665.831,3.568,0.837,752.375,83.671,2347.276,1674.694,0.022,455.63,3729.099,26582.109,0.787,99.491,0.027,4383.932,2605.168,1950.505,2606.788,2233.311
23,2009-2-8,1.361,0.072,1876.121,6.573,1.243,730.037,118.288,2715.484,2732.345,0.027,751.826,4030.2,33701.001,1.551,122.446,0.027,3876.804,1965.293,2345.645,1950.291,2105.666
24,2009-2-15,1.694,0.058,1859.041,6.459,0.948,877.355,94.284,2574.508,2213.913,0.033,743.325,3945.718,18886.164,1.139,84.397,0.025,4246.427,2382.849,2319.847,2293.914,1649.739
25,2009-2-22,1.441,0.071,2533.979,6.42,1.04,950.193,85.922,2423.705,2092.561,0.026,417.258,4110.186,32614.505,1.094,116.921,0.021,4487.264,2552.359,1943.353,1884.945,2283.745
26,2009-3-1,1.431,0.07,1938.361,6.836,1.152,1025.662,102.251,2268.359,1946.736,0.026,431.237,3391.131,25008.579,1.335,83.753,0.025,3968.409,2490.88,2098.921,1717.662,2177.752
27,2009-3-8,1.677,0.054,1877.777,4.665,1.091,985.199,105.979,2489.593,2641.265,0.026,834.794,2695.427,22614.617,1.314,115.064,0.026,3999.667,2138.826,1792.91,2506.762,1865.062
28,2009-3-15,1.688,0.054,1781.564,4.071,0.97,1338.814,104.859,2241.918,2141.144,0.022,590.561,4064.78,21636.459,0.877,99.395,0.023,5115.472,2186.083,2431.502,2308.667,1906.644
29,2009-3-22,1.32,0.055,1715.525,6.891,1.31,1280.917,100.731,2383.807,2048.834,0.032,670.449,4051.302,25417.659,1.241,98.176,0.023,4213.819,2619.073,1697.238,1703.367,1796.918
30,2009-3-29,1.404,0.051,1936.927,6.558,1.164,844.442,120.906,2077.797,2794.945,0.029,628.04,2792.887,22662.472,0.919,110.045,0.023,4655.995,2349.745,1894.894,1835.427,2159.416
31,2009-4-5,2.183,0.066,1922.274,7.512,1.065,1303.121,125.302,2228.552,1919.908,0.022,693.369,4299.636,23968.987,1.138,82.986,0.025,3976.986,2627.918,2009.904,1828.396,2122.349
32,2009-4-12,1.701,0.069,1954.471,7.491,1.338,1265.648,79.998,2414.322,1863.31,0.026,820.823,2441.561,21858.438,1.147,113.05,0.022,5600.83,2190.446,2025.711,2146.227,1782.122
33,2009-4-19,1.777,0.066,2004.266,5.664,1.133,1460.518,98.317,2023.899,2106.155,0.033,745.75,4221.982,23926.793,0.949,118.973,0.024,5326.355,2643.22,2095.972,1665.19,1703.656
34,2009-4-26,1.81,0.049,1887.565,6.447,1.041,1025.218,92.192,2088.936,2069.343,0.03,830.942,5004.229,21949.438,1.075,92.178,0.029,4978.565,2866.647,1791.721,2556.34,1739.253
35,2009-5-3,1.839,0.059,2441.095,5.575,1.074,1128.708,125.171,2834.047,1666.931,0.023,567.762,3558.577,26636.385,1.055,87.803,0.025,5232.147,2688.333,2087.739,2684.14,2311.209
36,2009-5-10,1.178,0.065,1818.774,6.801,0.9,1052.505,97.732,2329.491,1836.217,0.027,671.986,3897.259,23986.991,1.19,105.31,0.027,4961.489,2919.218,1614.997,2185.793,1948.023
37,2009-5-17,1.845,0.038,1926.062,7.442,1.078,1174.916,76.676,2017.053,2528.12,0.028,673.763,3613.688,30487.335,0.761,98.656,0.031,3639.089,2172.945,1910.563,2150.703,1932.132
38,2009-5-24,1.816,0.056,2037.041,5.864,1.043,1115.344,105.518,2068.14,2670.209,0.034,515.455,2923.272,32811.151,1.053,104.708,0.032,5802.329,2521.817,2596.343,2427.284,1922.992
39,2009-5-31,1.143,0.065,2454.385,5.965,1.305,967.818,81.629,2363.678,2483.208,0.028,636.585,4142.862,21349.4,0.915,91.634,0.029,4620.623,2218.631,2074.334,1936.003,2392.225
40,2009-6-7,1.144,0.055,2627.592,6.415,1.103,1020.289,125.166,2432.728,2017.238,0.034,672.235,3859.326,28983.834,0.866,119.58,0.028,4710.382,2237.868,2340.841,1599.691,2495.72
41,2009-6-14,1.576,0.059,1984.777,5.961,1.08,1163.551,98.241,2258.062,2663.548,0.027,816.698,3402.795,26355.671,1.088,96.497,0.032,5923.364,2190.127,1634.94,2059.001,2291.349
42,2009-6-21,1.389,0.075,2386.461,6.028,1.165,1084.418,90.799,2509.102,2395.898,0.031,512.269,3939.121,23273.423,0.943,114.848,0.039,4847.113,2524.01,1685.187,2138.615,1625.858
43,2009-6-28,1.435,0.056,2143.482,4.077,1.13,960.744,109.351,2368.354,2203.847,0.025,531.159,3496.926,26240.496,0.87,108.493,0.03,5312.895,3176.182,2752.508,1844.942,2570.744
44,2009-7-5,1.469,0.042,2077.787,5.511,0.981,1198.459,72.564,2404.745,2566.539,0.026,783.805,3197.094,24548.906,0.969,103.66,0.028,5612.904,2841.386,2384.285,2231.731,2262.622
45,2009-7-12,1.168,0.043,1961.871,6.434,1.081,1232.34,80.202,2027.166,2900.159,0.034,864.085,4357.265,20243.809,0.841,85.786,0.022,4599.909,2946.465,2199.337,1954.371,2209.336
46,2009-7-19,1.281,0.055,1857.932,5.989,1.145,1005.734,96.696,2721.562,2486.224,0.033,433.039,2965.562,26582.014,0.986,87.705,0.026,6262.044,2226.838,2310.754,2127.343,2250.525
47,2009-7-26,1.172,0.056,2277.707,4.756,1.022,879.89,108.511,1660.859,2530.148,0.03,515.41,4127.727,16659.876,1.191,91.993,0.033,5720.353,2293.247,2413.394,2359.258,2211.476
48,2009-8-2,1.282,0.055,2647.859,6.112,1.111,727.276,104.002,1949.106,1936.777,0.041,620.102,3471.213,19419.291,0.968,81.54,0.024,4306.324,1916.78,2490.603,2092.861,1657.736
49,2009-8-9,1.485,0.065,2260.671,7.537,1.155,625.257,93.47,1602.919,3075.034,0.035,484.268,3080.84,22336.185,0.969,67.457,0.024,5023.595,2606.082,2651.787,2240.496,2305.183
50,2009-8-16,1.108,0.058,2013.345,5.703,1.04,498.94,74.529,1987.22,2252.511,0.031,340.208,4355.941,26852.02,1.177,102.13,0.036,4125.341,1837.473,2162.132,1849.499,1471.218
51,2009-8-23,1.292,0.042,2136.734,8.48,1.085,429.999,83.173,1825.418,2229.765,0.037,327.501,3333.37,20333.842,1.274,73.844,0.03,4164.077,2102.607,2395.522,1981.047,2460.482
52,2009-8-30,1.351,0.055,1959.763,6.4,0.98,308.082,80.649,2176.332,2860.328,0.04,372.084,2569.984,25257.298,0.88,77.833,0.029,5414.362,1746.426,2360.636,1642.453,2347.492
53,2009-9-6,1.281,0.048,2092.08,6.217,1.098,378.898,110.098,2352.018,2831.805,0.037,310.095,3637.081,20684.099,0.849,87.287,0.029,5967.78,3154.305,2168.805,2134.394,1739.018
54,2009-9-13,0.809,0.064,1867.579,6.085,1.177,142.152,95.355,1917.885,2732.374,0.028,121.701,3394.74,24100.289,1.014,97.233,0.028,4275.548,2670.024,1908.764,1620.935,2540.377
55,2009-9-20,1.301,0.057,2530.566,7.899,1.343,222.303,95.969,2207.646,2919.599,0.04,183.817,3065.754,23599.437,0.878,98.915,0.028,4814.499,2419.636,2373.259,2439.276,2601.497
56,2009-9-27,1.109,0.055,2166.108,9.57,0.804,115.164,94.349,1598.102,3036.234,0.03,141.855,3361.239,24000.139,1.065,90,0.033,4585.133,2662.416,3184.65,2547.147,2752.831
57,2009-10-4,0.906,0.055,2496.15,10.416,0.958,193.504,84.325,1778.556,2880.669,0.038,191.675,2927.871,20268.803,0.929,132.658,0.029,3382.097,1218.06,1567.749,2350.474,2243.325
58,2009-10-11,1.251,0.04,2493.459,6.799,1.042,256.773,94.455,2269.989,2700.007,0.03,243.998,3147.388,18396.971,0.886,88.009,0.027,4655.927,2707.884,2252.131,2169.732,2382.706
59,2009-10-18,0.803,0.05,1841.328,8.209,1.313,378.89,94.542,2154.372,2387.278,0.029,376.253,3537.668,21123.788,1.123,90.858,0.026,5308.025,2271.478,1949.729,1821.536,2500.179
60,2009-10-25,1.091,0.066,1986.944,7.478,1.122,236.815,103.917,1695.611,2728.038,0.029,183.595,3634.958,24703.368,1.041,90.562,0.03,4048.06,2021.343,1760.507,1684.189,2891.434
61,2009-11-1,1.057,0.049,1892.253,7.115,0.886,438.274,95.498,2336.845,2118.981,0.031,350.62,3434.25,23289.74,1.056,88.072,0.027,4450.665,2721.442,2459.05,1890.502,2452.211
62,2009-11-8,1.105,0.078,2943.508,9.027,1.105,594.247,87.52,2506.686,2212.326,0.031,417.22,3873.252,14526.062,0.842,89.875,0.025,6846.979,2409.67,2238.703,2106.539,2884.86
63,2009-11-15,0.99,0.051,1530.998,11.606,0.975,338.564,99.37,2250.187,2701.396,0.032,384.051,2952.633,22112.765,0.969,95.722,0.031,4698.192,2570.807,2205.311,1843.204,2400.867
64,2009-11-22,1.217,0.052,2333.49,8.062,1.251,588.55,67.007,3136.236,2336.854,0.031,489.94,3469.518,18597.607,1.13,63.419,0.03,5840.064,2495.363,1330.966,1812.192,1800
65,2009-11-29,0.839,0.046,2035.974,7.531,1.02,646.862,105.457,1626.88,2713.958,0.03,482.038,3213.164,28230.651,0.88,115.226,0.024,5235.449,2254.948,1640.257,2343.544,1861.757
66,2009-12-6,0.964,0.053,1626.562,8.568,1.224,671.199,120.416,2189.757,2702.451,0.033,630.119,3651.141,25513.928,0.795,111.663,0.037,5120.307,2407.412,1941.769,1643.966,2599.611
67,2009-12-13,1.273,0.049,2323.819,6.24,1.324,789.844,95.918,1934.081,2258.19,0.03,576.909,3592.548,25749.079,1.056,108.323,0.024,5143.864,2374.899,1833.785,1924.155,2177.235
68,2009-12-20,1.357,0.061,1839.579,6.627,1.263,1121.26,88.424,2209.837,2055.481,0.042,540.713,3377.89,21507.846,0.941,108.981,0.035,5996.835,2405.327,1567.669,1729.257,2274.803
69,2009-12-27,1.272,0.054,2493.02,6.084,1.248,756.967,111.081,2131.802,2686.996,0.034,514.442,3044.619,29677.431,0.92,73.233,0.034,5487.804,2623.869,2210.224,2085.242,2041.047
70,2010-1-3,0.959,0.06,1868.396,8.029,0.845,845.43,125.81,1948.538,3043.138,0.033,590.899,2691.355,20941.774,0.889,96.336,0.03,5162.41,2255.67,1978.815,2328.031,1533.026
71,2010-1-10,0.847,0.039,1813.134,8.56,1.171,886.267,94.81,2452.779,2640.244,0.031,624.964,3372.248,15813.198,1.019,93.693,0.032,4007.672,2872.571,2174.351,2041.061,1724.286
72,2010-1-17,0.887,0.054,1035.17,9.061,1.149,767.884,84.059,2224.602,2979.107,0.033,581.01,2338.475,18036.23,0.902,98.312,0.022,4083.467,2672.561,1970.309,2177.169,1338.562
73,2010-1-24,0.881,0.044,1481.14,7.514,1.125,894.838,106.373,2142.008,2142.738,0.039,638.929,3267.461,27349.861,1.266,115.575,0.032,5222.061,2618.032,1968.683,1732.86,1013.717
74,2010-1-31,0.75,0.049,1101.681,7.016,1.066,647.239,95.656,2167.698,2197.212,0.032,489.233,2963.317,24812.851,0.772,105.375,0.032,5886.746,2294.114,1847.934,2078.975,921.88
75,2010-2-7,1.259,0.052,990.066,5.894,1.284,924.781,85.536,1791.078,2260.877,0.05,578.469,3713.966,20396.964,0.971,117.105,0.026,4001.313,2781.426,1734.422,1998.685,1109.417
76,2010-2-14,0.898,0.036,1121.424,6.7,0.864,940.485,86.037,2710.408,3375.023,0.041,470.059,3555.635,25689.562,1.192,102.744,0.032,5825.735,2418.927,1964.154,1942.763,1309.789
77,2010-2-21,1.332,0.046,1015.543,5.077,0.876,916.75,103.327,2298.689,2461.462,0.034,664.391,2873.116,23781.27,1.161,112.1,0.034,5014.48,2913.24,2857.787,1934.169,1344.268
78,2010-2-28,1.105,0.036,1026.519,6.86,1.373,918.738,80.668,1507.63,2426.847,0.045,611.023,3371.782,34132.324,1.248,98.863,0.035,3617.362,3125.135,2180.746,1993.184,1166.565
79,2010-3-7,0.976,0.041,1344.983,7.376,0.965,957.436,105.539,2188.636,2534.244,0.026,709.758,3410.652,28739.746,1.105,94.034,0.03,4852.94,2620.258,2156.457,1933.175,1328.171
80,2010-3-14,0.82,0.046,1105.31,7.956,1.176,1304.267,113.788,2167.76,2937.44,0.053,686.984,3084.813,28577.951,0.889,137.378,0.031,3790.833,3096.867,1864.788,2356.333,1097.084
81,2010-3-21,1.024,0.05,1045.695,5.861,1.062,1393.671,101.672,1670.712,2773.553,0.043,747.709,2242.125,25906.153,1.048,90.488,0.031,4623.625,2919.027,1976.379,2014.008,1331.364
82,2010-3-28,0.933,0.027,847.192,7.642,1.102,897.483,121.564,2127.13,2213.938,0.05,680.283,3618.513,29803.31,0.935,101.893,0.031,4662.912,2913.593,1960.898,1883.818,1265.002
83,2010-4-4,0.743,0.043,901.983,6.69,1.128,1007.578,73.985,1851.061,2361.882,0.049,620.553,2972.2,33603.205,1.001,98.499,0.037,4472.468,3065.219,1788.806,1949.032,1137.017
84,2010-4-11,0.636,0.026,833.536,6.391,0.983,1255.831,107.144,1919.2,2048.532,0.044,574.843,3060.611,29304.385,1.194,93.411,0.034,5214.007,2608.484,2362.079,2353.726,1457.236
85,2010-4-18,0.771,0.031,1261.224,7.752,1.123,1660.52,130.809,2124.274,2950.608,0.039,939.195,2975.261,34141.895,0.976,153.711,0.031,5930.267,3003.912,2419.533,2440.542,1546.042
86,2010-4-25,0.894,0.033,1370.822,7.757,1.362,1461.931,83.704,2019.467,2492.395,0.042,730.543,2523.358,34346.644,0.972,140.614,0.04,3923.23,3417.431,1835.678,1530.478,1428.933
87,2010-5-2,0.663,0.035,1414.145,6.975,1.225,1376.558,65.909,2501.23,2470.327,0.042,885.648,3130.866,30483.351,1.04,97.221,0.031,4383.531,2682.85,2073.049,1774.526,1491.698
88,2010-5-9,0.859,0.033,1949.377,6.24,1.047,1058.859,102.538,1594.822,2082.809,0.041,679.634,3369.356,24475.404,1.018,85.582,0.041,5051.473,3006.122,2488.583,2157.279,1617.381
89,2010-5-16,0.906,0.038,1529.535,6.234,1.054,1261.47,84.411,2295.007,2665.083,0.042,632.996,3026.291,29410.356,1.053,113.894,0.037,4898.619,2708.556,2050.194,2611.966,2203.617
90,2010-5-23,0.96,0.03,2263.084,8.221,1.127,1162.295,125.406,2213.853,2723.079,0.042,726.339,3378.215,27886.466,1.135,99.024,0.032,4969.397,2389.357,2156.422,2194.771,1870.853
91,2010-5-30,0.778,0.043,1978.69,5.985,0.983,927.558,101.375,1882.561,2031.996,0.051,566.399,2130.808,27993.776,0.926,96.673,0.036,4476.759,2447.007,1976.677,1983.391,2101.237
92,2010-6-6,0.922,0.032,2030.766,5.704,1.392,723.591,115.846,1911.264,3238.997,0.041,701.563,2488.064,30965.768,0.922,118.054,0.03,5176.243,3149.641,1876.687,1820.465,2153.26
93,2010-6-13,0.796,0.025,2090.751,7.329,1.247,831.742,120.438,1612.943,2572.348,0.034,758.689,2867.48,23463.904,1.024,110.523,0.031,5209.389,2944.155,2279.909,2605.346,1323.584
94,2010-6-20,0.688,0.035,2136.349,6.959,1.038,1077.849,115.525,1888.124,2143.039,0.039,719.454,3271.486,23737.217,0.895,108.413,0.037,4068.728,2326.55,2269.231,2022.312,1815.495
95,2010-6-27,0.907,0.029,1883.616,6.606,0.901,990.124,121.291,1610.72,2793.537,0.036,595.68,3340.935,33612.29,1.115,89.954,0.032,5362.508,2961.654,2111.912,2000.246,2095.436
96,2010-7-4,0.688,0.025,2072.42,8.118,1.185,1067.483,94.322,1301.882,3037.978,0.034,638.584,2664.545,29312.667,0.903,100.628,0.038,4573.762,1889.134,1986.517,1445.992,2222.767
97,2010-7-11,0.832,0.015,2244.54,5.294,0.958,1298.902,99.011,2384.995,2450.981,0.024,833.308,3331.22,25656.279,1.146,107.334,0.029,5180.723,2221.471,2041.118,2219.321,1878.34
98,2010-7-18,1.001,0.025,2449.767,5.447,1.265,1361.836,114.626,2347.19,2390.521,0.036,657.824,3589.94,21139.145,1.185,117.021,0.038,5007.956,2596.28,2106.271,1907.908,2180.385
